@RELATION urnsModelData

@ATTRIBUTE logLen NUMERIC
@ATTRIBUTE singleton NUMERIC
@ATTRIBUTE low5 NUMERIC
@ATTRIBUTE mean NUMERIC
@ATTRIBUTE median NUMERIC
@ATTRIBUTE top10 NUMERIC
@ATTRIBUTE top50 NUMERIC
@ATTRIBUTE top100 NUMERIC
@ATTRIBUTE top1000 NUMERIC
@ATTRIBUTE logLenC NUMERIC

@DATA
9.9386,0.0441,0.0806,10.6851,2.0000,0.3482,0.4988,0.5655,0.7758,5.75890177387728
10.3327,0.0101,0.0331,22.0770,3.0000,0.3477,0.4979,0.5646,0.7727,5.75890177387728
10.7308,0.0862,0.1627,5.5809,2.0000,0.2497,0.4255,0.4714,0.5982,3.6635616461296463
10.7434,0.0853,0.1620,5.5955,2.0000,0.2490,0.4231,0.4693,0.5965,3.6635616461296463
10.8908,0.0576,0.1291,6.8117,2.0000,0.2474,0.4235,0.4687,0.5957,3.6635616461296463
10.2700,0.0164,0.0496,15.5805,3.0000,0.3094,0.4916,0.5778,0.7469,3.871201010907891
10.2762,0.0156,0.0485,15.8460,3.0000,0.3084,0.4915,0.5786,0.7465,3.871201010907891
10.3278,0.0096,0.0370,19.3248,3.0000,0.3098,0.4913,0.5772,0.7467,3.871201010907891
10.4088,0.0240,0.0544,15.1771,2.0000,0.3827,0.5380,0.6052,0.7820,4.290459441148391
10.6651,0.0030,0.0167,35.6800,4.0000,0.3833,0.5377,0.6046,0.7807,4.290459441148391
10.4955,0.0170,0.0441,17.9905,2.0000,0.3826,0.5373,0.6044,0.7809,4.290459441148391
10.4024,0.0640,0.1017,8.8721,1.0000,0.4727,0.5969,0.6382,0.7674,2.1972245773362196
10.4228,0.0622,0.1002,9.0051,1.0000,0.4734,0.5982,0.6385,0.7671,2.1972245773362196
10.5719,0.0510,0.0873,10.1859,1.0000,0.4741,0.5981,0.6386,0.7669,2.1972245773362196
10.6863,0.0005,0.0097,32.0519,8.0000,0.1434,0.2459,0.3041,0.5611,6.8679744089702925
10.6302,0.0092,0.0446,15.0337,4.0000,0.1436,0.2465,0.3052,0.5619,6.8679744089702925
10.6341,0.0089,0.0436,15.2508,4.0000,0.1430,0.2457,0.3037,0.5604,6.8679744089702925
10.3423,0.0119,0.0361,20.9682,3.0000,0.4774,0.6072,0.6537,0.7926,2.5649493574615367
10.1433,0.0290,0.0616,13.6559,2.0000,0.4787,0.6076,0.6543,0.7943,2.5649493574615367
10.0506,0.0368,0.0712,12.0700,2.0000,0.4772,0.6063,0.6535,0.7939,2.5649493574615367
10.8447,0.0290,0.0858,9.4955,2.0000,0.1974,0.3402,0.4227,0.6127,4.61512051684126
10.8491,0.0270,0.0830,9.7585,3.0000,0.1974,0.3395,0.4235,0.6131,4.61512051684126
11.0034,0.0009,0.0136,27.6070,7.0000,0.1969,0.3395,0.4224,0.6116,4.61512051684126
10.1813,0.0567,0.0946,9.3913,1.0000,0.3782,0.5217,0.5821,0.7679,5.313205979041787
10.3508,0.0417,0.0769,11.2795,2.0000,0.3780,0.5206,0.5822,0.7684,5.313205979041787
10.8129,0.0048,0.0212,30.7768,4.0000,0.3771,0.5203,0.5817,0.7667,5.313205979041787
10.3444,0.0358,0.0714,11.8734,2.0000,0.3960,0.5310,0.5876,0.7577,6.97914527506881
10.5180,0.0223,0.0523,15.4552,2.0000,0.3970,0.5311,0.5877,0.7585,6.97914527506881
10.5376,0.0203,0.0499,16.0599,2.0000,0.3969,0.5318,0.5881,0.7581,6.97914527506881
10.4661,0.0763,0.1149,7.9664,1.0000,0.4617,0.5917,0.6323,0.7594,2.302585092994046
10.5517,0.0699,0.1078,8.4355,1.0000,0.4616,0.5921,0.6327,0.7591,2.302585092994046
11.1093,0.0275,0.0579,14.6191,2.0000,0.4607,0.5917,0.6324,0.7586,2.302585092994046
10.8946,0.0123,0.0544,12.1940,4.0000,0.1037,0.1831,0.2285,0.4385,8.329416783939319
10.9198,0.0075,0.0423,14.4269,4.0000,0.1052,0.1844,0.2300,0.4386,8.329416783939319
10.6092,0.0678,0.1436,5.7485,2.0000,0.1050,0.1848,0.2303,0.4412,8.329416783939319
9.9766,0.0199,0.0504,15.8776,2.0000,0.4454,0.5749,0.6288,0.7923,7.042286171939743
10.0735,0.0108,0.0353,20.8956,3.0000,0.4457,0.5755,0.6292,0.7922,7.042286171939743
10.1103,0.0084,0.0302,23.4744,3.0000,0.4465,0.5755,0.6293,0.7919,7.042286171939743
9.9659,0.0405,0.0766,11.3111,2.0000,0.4188,0.5645,0.6259,0.7933,3.9889840465642745
10.1346,0.0265,0.0590,14.1149,2.0000,0.4190,0.5648,0.6260,0.7914,3.9889840465642745
10.0348,0.0356,0.0702,12.1907,2.0000,0.4192,0.5653,0.6270,0.7931,3.9889840465642745
10.8152,0.0328,0.0653,13.1309,2.0000,0.4280,0.5554,0.6078,0.7621,4.330733340286331
10.6514,0.0464,0.0817,10.7828,1.0000,0.4287,0.5563,0.6090,0.7624,4.330733340286331
10.5943,0.0504,0.0865,10.2534,1.0000,0.4274,0.5541,0.6066,0.7613,4.330733340286331
9.6898,0.0075,0.0420,15.5168,4.0000,0.3424,0.4952,0.5375,0.7012,2.833213344056216
9.7283,0.0007,0.0115,28.9968,7.0000,0.3424,0.4954,0.5390,0.7019,2.833213344056216
9.6778,0.0102,0.0491,14.0193,4.0000,0.3430,0.4967,0.5391,0.7032,2.833213344056216
10.4267,0.0262,0.0580,13.9528,2.0000,0.3037,0.4467,0.5126,0.7253,7.061334366910438
10.2218,0.0443,0.0809,10.4246,2.0000,0.3038,0.4473,0.5131,0.7261,7.061334366910438
10.7160,0.0027,0.0160,36.0291,5.0000,0.3033,0.4470,0.5130,0.7248,7.061334366910438
11.4271,0.0155,0.0415,18.8481,2.0000,0.3715,0.5015,0.5559,0.7196,8.339739766019143
10.8364,0.0636,0.1031,8.6822,1.0000,0.3711,0.5014,0.5553,0.7203,8.339739766019143
11.0178,0.0490,0.0863,10.2036,1.0000,0.3724,0.5017,0.5561,0.7201,8.339739766019143
10.5805,0.0676,0.1338,6.6713,2.0000,0.4081,0.4834,0.5141,0.6407,2.1972245773362196
10.5817,0.0676,0.1343,6.6634,2.0000,0.4098,0.4835,0.5145,0.6405,2.1972245773362196
10.8954,0.0155,0.0584,12.8929,3.0000,0.4082,0.4830,0.5144,0.6394,2.1972245773362196
10.6526,0.0716,0.1093,8.3404,1.0000,0.4456,0.5609,0.6085,0.7518,4.30406509320417
11.4763,0.0097,0.0308,24.1977,3.0000,0.4450,0.5601,0.6074,0.7494,4.30406509320417
11.5912,0.0013,0.0104,48.3118,5.0000,0.4447,0.5600,0.6074,0.7492,4.30406509320417
11.6227,0.0583,0.0931,9.3070,1.0000,0.2392,0.3623,0.4210,0.6189,8.517193191416238
11.5819,0.0617,0.0968,8.9696,1.0000,0.2390,0.3616,0.4203,0.6179,8.517193191416238
11.2061,0.0897,0.1301,6.8382,1.0000,0.2377,0.3609,0.4193,0.6178,8.517193191416238
10.1714,0.0327,0.0737,10.9965,2.0000,0.2818,0.4213,0.4865,0.7019,8.517193191416238
10.0866,0.0416,0.0868,9.6033,2.0000,0.2825,0.4211,0.4868,0.7013,8.517193191416238
10.1705,0.0330,0.0752,10.8560,2.0000,0.2824,0.4232,0.4886,0.7008,8.517193191416238
10.2856,0.0000,0.0013,86.4840,13.0000,0.3271,0.4719,0.5370,0.7414,7.8434564043761155
10.1528,0.0123,0.0394,18.3492,3.0000,0.3269,0.4719,0.5371,0.7416,7.8434564043761155
10.2129,0.0065,0.0268,23.9535,4.0000,0.3274,0.4729,0.5375,0.7419,7.8434564043761155
10.3278,0.0343,0.0721,11.6380,2.0000,0.2535,0.3960,0.4669,0.7269,6.133398042996649
10.2955,0.0374,0.0759,11.1331,2.0000,0.2536,0.3970,0.4684,0.7272,6.133398042996649
10.3656,0.0309,0.0676,12.2972,2.0000,0.2536,0.3979,0.4694,0.7276,6.133398042996649
10.3207,0.0007,0.0110,34.2201,7.0000,0.2749,0.4541,0.5379,0.7067,3.8918202981106265
10.0763,0.0349,0.0863,9.7354,2.0000,0.2760,0.4547,0.5379,0.7081,3.8918202981106265
10.1925,0.0185,0.0594,12.9963,3.0000,0.2758,0.4546,0.5378,0.7075,3.8918202981106265
10.2873,0.0299,0.0631,13.1495,2.0000,0.3881,0.5270,0.5855,0.7620,6.60934924316738
10.4135,0.0199,0.0488,16.2721,2.0000,0.3889,0.5267,0.5854,0.7620,6.60934924316738
10.6434,0.0008,0.0083,51.0123,6.0000,0.3885,0.5264,0.5848,0.7606,6.60934924316738
10.3388,0.0033,0.0182,32.4682,4.0000,0.4025,0.5403,0.5985,0.7734,6.9874902470009905
10.3614,0.0016,0.0123,40.7975,5.0000,0.4028,0.5403,0.5985,0.7732,6.9874902470009905
10.2223,0.0128,0.0388,19.2928,3.0000,0.4018,0.5398,0.5980,0.7727,6.9874902470009905
10.2078,0.0053,0.0359,16.1782,5.0000,0.1259,0.2222,0.2789,0.5403,7.1308988302963465
10.1849,0.0097,0.0492,13.3330,4.0000,0.1277,0.2238,0.2796,0.5386,7.1308988302963465
10.2304,0.0015,0.0183,22.6804,6.0000,0.1263,0.2225,0.2787,0.5393,7.1308988302963465
9.8257,0.0270,0.0603,13.6765,2.0000,0.4627,0.5867,0.6390,0.7990,5.8289456176102075
9.9838,0.0130,0.0391,19.3319,3.0000,0.4614,0.5863,0.6382,0.7968,5.8289456176102075
10.0429,0.0083,0.0300,23.5709,3.0000,0.4621,0.5873,0.6393,0.7983,5.8289456176102075
10.5336,0.0913,0.1306,7.0464,1.0000,0.4408,0.5524,0.5986,0.7399,7.261927092702751
10.4263,0.1002,0.1402,6.6160,1.0000,0.4402,0.5524,0.5993,0.7413,7.261927092702751
10.8074,0.0714,0.1089,8.3450,1.0000,0.4398,0.5519,0.5977,0.7391,7.261927092702751
9.9915,0.0167,0.0445,17.7144,2.0000,0.4957,0.6213,0.6658,0.8063,2.0794415416798357
9.9765,0.0175,0.0458,17.2904,2.0000,0.4967,0.6217,0.6660,0.8066,2.0794415416798357
9.9053,0.0233,0.0548,15.0097,2.0000,0.4961,0.6224,0.6662,0.8072,2.0794415416798357
10.0863,0.0139,0.0400,19.2619,3.0000,0.4327,0.5805,0.6434,0.8013,3.58351893845611
9.8440,0.0345,0.0696,12.2395,2.0000,0.4301,0.5799,0.6428,0.8013,3.58351893845611
10.1943,0.0047,0.0221,29.5971,4.0000,0.4317,0.5805,0.6434,0.8011,3.58351893845611
10.0750,0.0404,0.0758,11.4352,2.0000,0.4446,0.6009,0.6496,0.7906,2.772588722239781
10.0149,0.0456,0.0824,10.6417,2.0000,0.4439,0.6007,0.6495,0.7907,2.772588722239781
10.0425,0.0432,0.0802,10.9049,2.0000,0.4436,0.6001,0.6485,0.7898,2.772588722239781
10.2078,0.0501,0.0873,10.1444,1.0000,0.5129,0.6110,0.6509,0.7816,1.6094379124341003
10.5448,0.0219,0.0512,16.0171,2.0000,0.5130,0.6107,0.6508,0.7811,1.6094379124341003
10.5574,0.0216,0.0508,16.1697,2.0000,0.5137,0.6114,0.6512,0.7820,1.6094379124341003
10.8988,0.0372,0.0966,8.7022,2.0000,0.2044,0.3483,0.4320,0.6158,4.564348191467836
10.8594,0.0442,0.1062,8.0659,2.0000,0.2047,0.3496,0.4325,0.6172,4.564348191467836
11.1145,0.0013,0.0162,26.2850,6.0000,0.2037,0.3485,0.4317,0.6156,4.564348191467836
10.6488,0.0179,0.0457,17.5870,2.0000,0.4462,0.6005,0.6447,0.7781,2.4849066497880004
10.3277,0.0442,0.0804,10.9154,2.0000,0.4468,0.6003,0.6436,0.7773,2.4849066497880004
10.5092,0.0296,0.0617,13.7278,2.0000,0.4460,0.6000,0.6441,0.7779,2.4849066497880004
10.5668,0.0286,0.0603,13.9247,2.0000,0.3683,0.5123,0.5743,0.7633,5.459585514144159
10.1562,0.0612,0.0998,8.9388,1.0000,0.3688,0.5125,0.5752,0.7640,5.459585514144159
10.3740,0.0442,0.0797,10.9229,2.0000,0.3689,0.5122,0.5753,0.7642,5.459585514144159
10.5646,0.0491,0.0853,10.3783,1.0000,0.3536,0.5103,0.5801,0.7636,4.5217885770490405
10.5244,0.0531,0.0900,9.9014,1.0000,0.3534,0.5090,0.5791,0.7633,4.5217885770490405
10.5618,0.0494,0.0857,10.3229,1.0000,0.3535,0.5095,0.5792,0.7622,4.5217885770490405
11.3554,0.0169,0.0432,18.4903,2.0000,0.4372,0.5522,0.5994,0.7427,6.93828448401696
10.3843,0.0904,0.1312,7.0196,1.0000,0.4370,0.5519,0.5993,0.7442,6.93828448401696
11.4680,0.0083,0.0285,25.4685,3.0000,0.4370,0.5524,0.5997,0.7430,6.93828448401696
10.5118,0.0500,0.0873,10.0441,1.0000,0.3966,0.5284,0.5833,0.7476,6.748759547491679
10.9463,0.0158,0.0416,18.7710,2.0000,0.3967,0.5276,0.5823,0.7465,6.748759547491679
10.6139,0.0419,0.0774,11.1563,2.0000,0.3965,0.5275,0.5825,0.7475,6.748759547491679
10.0070,0.0318,0.0679,12.3316,2.0000,0.4054,0.5412,0.5993,0.7738,7.669028288589683
10.2830,0.0074,0.0289,23.9767,3.0000,0.4068,0.5430,0.6006,0.7732,7.669028288589683
9.9455,0.0381,0.0758,11.2233,2.0000,0.4068,0.5435,0.6015,0.7746,7.669028288589683
10.1792,0.0486,0.0858,10.3034,1.0000,0.4592,0.5875,0.6392,0.7827,3.1780538303479458
10.2952,0.0404,0.0756,11.4948,2.0000,0.4566,0.5846,0.6373,0.7809,3.1780538303479458
10.1753,0.0500,0.0868,10.1895,1.0000,0.4566,0.5859,0.6393,0.7828,3.1780538303479458
10.3448,0.0092,0.0310,23.4073,3.0000,0.4652,0.5875,0.6386,0.7920,4.007333185232471
10.0615,0.0331,0.0670,12.6878,2.0000,0.4657,0.5882,0.6388,0.7927,4.007333185232471
10.1678,0.0252,0.0566,14.6515,2.0000,0.4650,0.5871,0.6378,0.7919,4.007333185232471
10.5426,0.0529,0.0898,9.9402,1.0000,0.5065,0.6016,0.6405,0.7667,1.6094379124341003
11.1813,0.0030,0.0165,36.7613,4.0000,0.5074,0.6018,0.6402,0.7662,1.6094379124341003
10.5054,0.0560,0.0927,9.6632,1.0000,0.5074,0.6024,0.6406,0.7678,1.6094379124341003
10.5090,0.0687,0.1096,8.1724,1.0000,0.3722,0.5054,0.5611,0.7291,8.20685642839965
10.4926,0.0695,0.1109,8.1029,1.0000,0.3730,0.5054,0.5617,0.7309,8.20685642839965
10.6019,0.0609,0.1008,8.8414,1.0000,0.3743,0.5072,0.5632,0.7313,8.20685642839965
10.8467,0.0415,0.1068,7.9394,2.0000,0.4065,0.4592,0.4853,0.6028,1.791759469228055
10.9962,0.0136,0.0586,12.4255,3.0000,0.4077,0.4600,0.4863,0.6016,1.791759469228055
10.7489,0.0607,0.1335,6.6172,2.0000,0.4078,0.4601,0.4865,0.6035,1.791759469228055
10.2109,0.0351,0.0737,11.3330,2.0000,0.2496,0.3904,0.4609,0.7173,6.3784261836515865
10.4870,0.0080,0.0312,22.2953,3.0000,0.2487,0.3903,0.4609,0.7170,6.3784261836515865
10.2788,0.0285,0.0646,12.6677,2.0000,0.2494,0.3905,0.4605,0.7167,6.3784261836515865
10.7560,0.0957,0.1637,5.5873,1.0000,0.2026,0.3428,0.4224,0.6193,4.727387818712341
11.1529,0.0353,0.0903,9.2830,2.0000,0.2039,0.3437,0.4230,0.6175,4.727387818712341
10.9415,0.0670,0.1319,6.7636,2.0000,0.2045,0.3449,0.4246,0.6198,4.727387818712341
10.0740,0.0379,0.0737,11.7392,2.0000,0.5162,0.6147,0.6559,0.7918,1.6094379124341003
9.9694,0.0471,0.0838,10.4772,2.0000,0.5151,0.6155,0.6568,0.7924,1.6094379124341003
10.0417,0.0405,0.0768,11.3250,2.0000,0.5167,0.6168,0.6574,0.7927,1.6094379124341003
10.6667,0.0148,0.0449,16.4883,3.0000,0.2186,0.3448,0.4090,0.6432,7.505492274737424
10.7881,0.0026,0.0172,31.5500,5.0000,0.2185,0.3446,0.4082,0.6426,7.505492274737424
10.7649,0.0050,0.0245,25.3673,4.0000,0.2195,0.3455,0.4090,0.6435,7.505492274737424
10.1198,0.0401,0.0794,10.6991,2.0000,0.3550,0.4970,0.5587,0.7485,7.618742377670413
10.5045,0.0053,0.0233,27.4108,4.0000,0.3551,0.4968,0.5583,0.7472,7.618742377670413
10.3873,0.0154,0.0431,17.6132,3.0000,0.3551,0.4971,0.5587,0.7483,7.618742377670413
10.2216,0.0403,0.0764,11.0124,2.0000,0.3223,0.4669,0.5321,0.7383,6.8501261661455
10.2243,0.0395,0.0748,11.2349,2.0000,0.3221,0.4680,0.5332,0.7398,6.8501261661455
10.2232,0.0385,0.0732,11.4270,2.0000,0.3235,0.4683,0.5328,0.7391,6.8501261661455
9.8739,0.0313,0.0660,12.8441,2.0000,0.4389,0.5801,0.6388,0.8019,3.7612001156935624
9.9609,0.0237,0.0548,14.9506,2.0000,0.4370,0.5792,0.6383,0.8014,3.7612001156935624
9.9232,0.0279,0.0600,13.8891,2.0000,0.4401,0.5805,0.6392,0.8023,3.7612001156935624
10.4647,0.0055,0.0237,28.2437,4.0000,0.3851,0.5822,0.6404,0.7862,3.2188758248682006
10.2696,0.0216,0.0517,15.7421,2.0000,0.3849,0.5830,0.6410,0.7873,3.2188758248682006
10.1723,0.0308,0.0649,13.0557,2.0000,0.3841,0.5830,0.6411,0.7877,3.2188758248682006
11.2780,0.0107,0.0332,22.5273,3.0000,0.3171,0.4560,0.5179,0.7116,7.00397413672268
10.4341,0.0758,0.1153,7.7210,1.0000,0.3176,0.4570,0.5190,0.7134,7.00397413672268
10.6138,0.0636,0.1017,8.6708,1.0000,0.3156,0.4550,0.5171,0.7100,7.00397413672268
10.7782,0.0534,0.0896,9.8311,1.0000,0.3536,0.4899,0.5491,0.7268,6.5998704992128365
11.0365,0.0333,0.0655,12.9929,2.0000,0.3549,0.4904,0.5491,0.7266,6.5998704992128365
10.7270,0.0578,0.0943,9.3885,1.0000,0.3544,0.4903,0.5491,0.7282,6.5998704992128365
10.1039,0.0140,0.0432,16.9524,3.0000,0.2410,0.3788,0.4485,0.7035,6.811244378601294
9.9758,0.0263,0.0630,12.5378,2.0000,0.2415,0.3797,0.4486,0.7037,6.811244378601294
10.0634,0.0182,0.0506,14.9864,3.0000,0.2407,0.3782,0.4481,0.7023,6.811244378601294
10.2815,0.0432,0.0800,10.7379,2.0000,0.3891,0.5250,0.5819,0.7551,6.993932975223189
10.1226,0.0592,0.0998,8.8602,1.0000,0.3886,0.5240,0.5813,0.7542,6.993932975223189
10.4233,0.0309,0.0645,12.9349,2.0000,0.3883,0.5236,0.5807,0.7539,6.993932975223189
10.1452,0.0265,0.0586,13.9596,2.0000,0.3805,0.5225,0.5833,0.7695,6.261491684321042
10.4685,0.0002,0.0035,72.0258,9.0000,0.3790,0.5221,0.5834,0.7680,6.261491684321042
10.3604,0.0085,0.0300,23.6256,3.0000,0.3795,0.5225,0.5834,0.7681,6.261491684321042
10.7857,0.0282,0.0598,13.8071,2.0000,0.3680,0.5032,0.5609,0.7359,7.232010331664759
10.6247,0.0406,0.0761,11.2425,2.0000,0.3674,0.5037,0.5620,0.7371,7.232010331664759
10.5819,0.0451,0.0819,10.5604,2.0000,0.3679,0.5030,0.5607,0.7362,7.232010331664759
10.3883,0.0555,0.0934,9.4909,1.0000,0.4192,0.5456,0.5974,0.7563,6.470799503782602
10.3936,0.0549,0.0924,9.5646,1.0000,0.4195,0.5454,0.5986,0.7568,6.470799503782602
10.7777,0.0230,0.0527,15.5146,2.0000,0.4201,0.5462,0.5990,0.7561,6.470799503782602
9.9504,0.0120,0.0373,18.9593,3.0000,0.2882,0.4341,0.5039,0.7363,7.207118856207756
10.0615,0.0022,0.0144,35.9092,5.0000,0.2887,0.4343,0.5032,0.7350,7.207118856207756
10.0678,0.0016,0.0122,39.3230,6.0000,0.2890,0.4352,0.5042,0.7357,7.207118856207756
10.1095,0.0311,0.0647,13.1259,2.0000,0.5185,0.6193,0.6605,0.7955,1.6094379124341003
10.2273,0.0217,0.0517,15.8096,2.0000,0.5175,0.6173,0.6586,0.7942,1.6094379124341003
10.1903,0.0251,0.0569,14.6261,2.0000,0.5168,0.6181,0.6591,0.7934,1.6094379124341003
10.3445,0.0085,0.0298,23.5610,3.0000,0.2739,0.4192,0.4899,0.7335,6.703188113240863
10.0896,0.0301,0.0632,12.9008,2.0000,0.2733,0.4196,0.4908,0.7342,6.703188113240863
10.4135,0.0028,0.0163,35.1383,5.0000,0.2735,0.4187,0.4893,0.7320,6.703188113240863
10.0723,0.0365,0.0895,9.4082,2.0000,0.2954,0.4827,0.5421,0.7030,3.5263605246161616
10.3235,0.0000,0.0013,62.1192,13.0000,0.2942,0.4835,0.5426,0.6998,3.5263605246161616
10.2320,0.0132,0.0508,14.4736,3.0000,0.2942,0.4841,0.5430,0.7015,3.5263605246161616
10.8914,0.0868,0.1246,7.3996,1.0000,0.4312,0.5450,0.5912,0.7301,5.480638923341991
10.8715,0.0873,0.1250,7.3651,1.0000,0.4317,0.5443,0.5910,0.7311,5.480638923341991
11.0799,0.0727,0.1094,8.3364,1.0000,0.4310,0.5444,0.5905,0.7304,5.480638923341991
10.7613,0.0057,0.0236,28.7808,4.0000,0.4081,0.5666,0.6310,0.7788,3.4965075614664802
10.4226,0.0324,0.0653,13.0506,2.0000,0.4080,0.5667,0.6309,0.7795,3.4965075614664802
10.1871,0.0525,0.0898,9.8840,1.0000,0.4082,0.5665,0.6310,0.7798,3.4965075614664802
10.2080,0.0001,0.0018,86.8798,11.0000,0.3687,0.5184,0.5833,0.7827,5.780743515792329
10.1822,0.0022,0.0143,37.9731,5.0000,0.3685,0.5182,0.5830,0.7832,5.780743515792329
10.1282,0.0064,0.0258,26.2405,4.0000,0.3686,0.5185,0.5837,0.7828,5.780743515792329
10.2201,0.0000,0.0013,77.8965,12.0000,0.4733,0.5757,0.6168,0.7606,1.9459101490553132
10.2162,0.0004,0.0067,47.8611,8.0000,0.4740,0.5762,0.6172,0.7604,1.9459101490553132
10.0540,0.0182,0.0530,14.8063,3.0000,0.4729,0.5762,0.6174,0.7620,1.9459101490553132
10.1899,0.0488,0.0857,10.3008,1.0000,0.4427,0.5760,0.6313,0.7818,3.5553480614894135
10.3517,0.0354,0.0691,12.4424,2.0000,0.4428,0.5764,0.6313,0.7819,3.5553480614894135
10.0831,0.0573,0.0957,9.3143,1.0000,0.4416,0.5754,0.6314,0.7809,3.5553480614894135
10.5572,0.0184,0.0464,17.3358,2.0000,0.5070,0.6101,0.6506,0.7818,1.791759469228055
10.2632,0.0433,0.0789,11.0879,2.0000,0.5061,0.6100,0.6499,0.7821,1.791759469228055
10.3931,0.0323,0.0657,12.9996,2.0000,0.5044,0.6083,0.6491,0.7816,1.791759469228055
10.5357,0.0163,0.0435,18.2884,2.0000,0.4936,0.6094,0.6516,0.7846,2.0794415416798357
10.2910,0.0361,0.0709,12.1742,2.0000,0.4926,0.6083,0.6509,0.7837,2.0794415416798357
10.3240,0.0335,0.0671,12.7527,2.0000,0.4921,0.6088,0.6508,0.7846,2.0794415416798357
10.1800,0.0020,0.0167,30.1971,5.0000,0.2492,0.4035,0.4840,0.7349,5.056245805348308
10.0243,0.0200,0.0588,13.3172,3.0000,0.2477,0.4019,0.4821,0.7343,5.056245805348308
10.1541,0.0053,0.0278,22.5276,4.0000,0.2479,0.4017,0.4822,0.7338,5.056245805348308
11.3833,0.0448,0.0840,9.8824,2.0000,0.1986,0.3110,0.3679,0.5750,8.517193191416238
11.1919,0.0633,0.1067,7.9740,1.0000,0.1977,0.3105,0.3676,0.5751,8.517193191416238
11.4350,0.0403,0.0785,10.5083,2.0000,0.1981,0.3110,0.3676,0.5748,8.517193191416238
10.1883,0.0267,0.0597,13.7672,2.0000,0.4085,0.5429,0.5996,0.7709,8.517193191416238
10.4446,0.0052,0.0223,28.8175,4.0000,0.4097,0.5442,0.6006,0.7711,8.517193191416238
10.0745,0.0373,0.0738,11.5271,2.0000,0.4089,0.5423,0.5989,0.7698,8.517193191416238
10.1359,0.0187,0.0472,16.9785,2.0000,0.5043,0.6188,0.6613,0.7989,1.9459101490553132
10.2889,0.0062,0.0253,27.0794,3.0000,0.5038,0.6190,0.6612,0.7983,1.9459101490553132
10.2958,0.0056,0.0239,28.1229,4.0000,0.5036,0.6186,0.6613,0.7983,1.9459101490553132
10.0565,0.0444,0.0809,10.7797,2.0000,0.3234,0.4918,0.5728,0.7844,4.700480365792417
10.2574,0.0277,0.0599,13.9480,2.0000,0.3240,0.4923,0.5717,0.7834,4.700480365792417
10.4487,0.0117,0.0360,21.0048,3.0000,0.3233,0.4907,0.5709,0.7820,4.700480365792417
10.3765,0.0006,0.0069,55.4904,7.0000,0.4135,0.5527,0.6110,0.7867,5.170483995038151
10.0862,0.0241,0.0556,14.8085,2.0000,0.4125,0.5516,0.6099,0.7870,5.170483995038151
10.3464,0.0027,0.0165,35.5399,5.0000,0.4134,0.5526,0.6110,0.7864,5.170483995038151
10.3987,0.0413,0.0762,11.4194,2.0000,0.4058,0.5830,0.6362,0.7767,3.091042453358316
10.2532,0.0536,0.0912,9.7744,1.0000,0.4049,0.5837,0.6368,0.7768,3.091042453358316
10.2052,0.0558,0.0930,9.5846,1.0000,0.4044,0.5849,0.6378,0.7786,3.091042453358316
10.4347,0.0254,0.0571,14.5090,2.0000,0.4516,0.5715,0.6213,0.7732,8.174702882469461
10.5376,0.0169,0.0442,17.8763,2.0000,0.4522,0.5723,0.6218,0.7736,8.174702882469461
10.5578,0.0155,0.0420,18.6246,2.0000,0.4520,0.5716,0.6214,0.7729,8.174702882469461
10.8294,0.0471,0.0829,10.2155,2.0000,0.2615,0.3944,0.4576,0.6710,7.738052297689316
10.9964,0.0338,0.0662,12.5080,2.0000,0.2617,0.3950,0.4585,0.6713,7.738052297689316
10.6327,0.0633,0.1013,8.5070,1.0000,0.2605,0.3930,0.4564,0.6713,7.738052297689316
10.1009,0.0586,0.0975,9.1408,1.0000,0.3020,0.4629,0.5409,0.7717,5.135798437050262
10.2668,0.0439,0.0800,10.9049,2.0000,0.3018,0.4621,0.5406,0.7724,5.135798437050262
10.4778,0.0268,0.0581,14.3429,2.0000,0.3022,0.4630,0.5408,0.7710,5.135798437050262
10.4488,0.0618,0.1310,6.7484,2.0000,0.4193,0.4790,0.5077,0.6352,1.791759469228055
10.5051,0.0534,0.1203,7.2502,2.0000,0.4183,0.4788,0.5083,0.6340,1.791759469228055
10.4585,0.0609,0.1299,6.7980,2.0000,0.4179,0.4785,0.5079,0.6345,1.791759469228055
10.3765,0.0619,0.1136,7.8081,2.0000,0.2360,0.3817,0.4569,0.6996,5.19295685089021
10.8762,0.0033,0.0213,26.9840,5.0000,0.2363,0.3818,0.4582,0.6989,5.19295685089021
10.8726,0.0038,0.0232,25.7514,4.0000,0.2366,0.3820,0.4582,0.6992,5.19295685089021
10.2219,0.0457,0.0840,10.3120,2.0000,0.3965,0.5310,0.5874,0.7579,8.517193191416238
10.1791,0.0505,0.0901,9.7144,2.0000,0.3963,0.5297,0.5863,0.7578,8.517193191416238
10.1607,0.0512,0.0908,9.6194,2.0000,0.3950,0.5294,0.5858,0.7572,8.517193191416238
10.3347,0.0182,0.0467,16.9167,2.0000,0.4142,0.5476,0.6037,0.7722,6.778784897685177
10.4858,0.0055,0.0235,28.0188,4.0000,0.4133,0.5468,0.6027,0.7708,6.778784897685177
10.0010,0.0472,0.0858,10.1229,2.0000,0.4122,0.5458,0.6018,0.7721,6.778784897685177
10.3867,0.0664,0.1051,8.6129,1.0000,0.4312,0.5604,0.6137,0.7645,3.871201010907891
